EPL2324,ARS,22,GK,1,esp000
EPL2324,ARS,2,CB,1,fra000
EPL2324,ARS,6,CB,5,bra000
EPL2324,ARS,18,RB,1,jap000
EPL2324,ARS,35,LB,1,ukr000
EPL2324,ARS,41,DM,5,eng000
EPL2324,ARS,20,CM,2,ita000
EPL2324,ARS,5,DM,3,gha000
EPL2324,ARS,29,AM,1,ger000
EPL2324,ARS,8,AM,3,nor000
EPL2324,ARS,19,LW,4,bel000
EPL2324,ARS,11,LW,5,bra001
EPL2324,ARS,7,RW,2,eng001
EPL2324,ARS,9,ST,3,bra002
EPL2324,ARS,4,CB,1,eng002
EPL2324,CHE,28,GK,1,srb000
EPL2324,CHE,6,CB,3,bra003
EPL2324,CHE,14,CB,4,eng003
EPL2324,CHE,3,CB,5,esp001
EPL2324,CHE,21,LB,1,eng004
EPL2324,CHE,24,RB,5,eng005
EPL2324,CHE,8,CM,4,arg000
EPL2324,CHE,25,DM,2,ecu000
EPL2324,CHE,20,AM,3,eng006
EPL2324,CHE,7,LW,4,eng007
EPL2324,CHE,15,ST,4,sen000
EPL2324,LIV,1,GK,4,bra004
EPL2324,LIV,4,CB,4,ned000
EPL2324,LIV,66,RB,2,eng008
EPL2324,LIV,26,LB,3,sco000
EPL2324,LIV,3,DM,2,kor000
EPL2324,LIV,10,CM,4,arg001
EPL2324,LIV,7,LW,5,col000
EPL2324,LIV,20,LW,2,por000
EPL2324,LIV,11,RW,4,egy000
EPL2324,LIV,18,ST,2,ned001
EPL2324,LIV,8,CM,1,hun000
EPL2324,LIV,19,CM,5,eng009
EPL2324,LIV,17,CM,5,eng010
EPL2324,LIV,9,ST,5,uru000
EPL2324,MCI,31,GK,5,bra005
EPL2324,MCI,3,CB,2,por001
EPL2324,MCI,2,RB,4,eng011
EPL2324,MCI,25,CB,5,sui000
EPL2324,MCI,5,CB,5,eng012
EPL2324,MCI,6,CB,3,ned002
EPL2324,MCI,24,LB,1,cro000
EPL2324,MCI,16,DM,2,esp002
EPL2324,MCI,20,AM,1,por002
EPL2324,MCI,17,AM,4,bel001
EPL2324,MCI,47,RW,2,eng013
EPL2324,MCI,10,LW,4,eng014
EPL2324,MCI,11,LW,1,bel002
EPL2324,MCI,19,ST,5,arg002
EPL2324,MCI,9,ST,4,nor001
EPL2324,MUN,24,GK,1,cmr000
EPL2324,MUN,5,CB,2,eng015
EPL2324,MUN,19,CB,5,fra001
EPL2324,MUN,23,LB,1,eng016
EPL2324,MUN,6,CB,5,arg003
EPL2324,MUN,18,DM,3,bra006
EPL2324,MUN,7,AM,2,eng017
EPL2324,MUN,8,AM,1,por003
EPL2324,MUN,17,LW,1,arg004
EPL2324,MUN,10,LW,3,eng018
EPL2324,MUN,11,ST,1,den000
EPL2324,MUN,37,CM,3,eng019
EPL2324,MUN,29,RB,5,eng020
EPL2324,TOT,13,GK,3,ita001
EPL2324,TOT,17,CB,5,arg005
EPL2324,TOT,12,RB,1,bra007
EPL2324,TOT,21,RW,2,swe000
EPL2324,TOT,10,AM,4,eng021
EPL2324,TOT,9,ST,4,bra008
EPL2324,TOT,7,LW,1,jap001
EPL2324,TOT,16,ST,5,ger001
EPL2324,TOT,18,CM,4,arg006
EPL2324,TOT,30,CM,3,uru001
EPL2324,TOT,33,CB,4,wal000
LALIGA2324,RMA,13,GK,1,ukr001
LALIGA2324,RMA,22,CB,1,ger002
LALIGA2324,RMA,23,LB,5,fra002
LALIGA2324,RMA,32,RB,1,esp003
LALIGA2324,RMA,12,DM,1,fra003
LALIGA2324,RMA,18,DM,1,fra004
LALIGA2324,RMA,15,CM,2,uru002
LALIGA2324,RMA,8,CM,1,ger003
LALIGA2324,RMA,5,AM,5,eng022
LALIGA2324,RMA,10,CM,1,cro001
LALIGA2324,RMA,7,LW,3,bra009
LALIGA2324,RMA,11,LW,3,bra010
LALIGA2324,RMA,26,CB,1,bra011
LALIGA2324,RMA,4,CB,4,aut000
LALIGA2324,BAR,1,GK,3,ger004
LALIGA2324,BAR,20,RB,3,esp004
LALIGA2324,BAR,23,CB,4,uru003
LALIGA2324,BAR,4,CB,1,fra005
LALIGA2324,BAR,2,LB,3,por004
LALIGA2324,BAR,22,CM,4,ger005
LALIGA2324,BAR,6,CM,3,esp005
LALIGA2324,BAR,7,AM,3,esp006
LALIGA2324,BAR,14,LW,4,por005
LALIGA2324,BAR,21,CM,3,ned003
LALIGA2324,BAR,11,RW,1,bra012
LALIGA2324,BAR,27,RW,4,esp007
LALIGA2324,BAR,9,ST,2,pol000
LALIGA2324,ATM,13,GK,1,slo000
LALIGA2324,ATM,3,RB,5,esp008
LALIGA2324,ATM,2,CB,2,uru004
LALIGA2324,ATM,22,CB,4,uru005
LALIGA2324,ATM,15,CB,3,mne000
LALIGA2324,ATM,5,DM,2,arg007
LALIGA2324,ATM,5,RW,5,esp009
LALIGA2324,ATM,8,CM,5,esp010
LALIGA2324,ATM,6,CM,1,esp011
LALIGA2324,ATM,7,AM,3,fra006
LALIGA2324,ATM,19,ST,5,esp012
LALIGA2324,ATM,9,ST,2,ned004
LALIGA2324,ATM,10,LW,2,arg008
BUNDES2324,BAY,1,GK,1,ger006
BUNDES2324,BAY,2,CB,3,fra007
BUNDES2324,BAY,3,CB,1,kor001
BUNDES2324,BAY,4,CB,5,ned005
